2026-04-27 22:32:54.461 [main] INFO  org.perswsj.TliasWebMangementApplication-Starting TliasWebMangementApplication using Java 21.0.7 with PID 14992 (D:\coding\JavaWeb\back_end\web-ai-project02\tlias-web-mangement\target\classes started by 32188 in D:\coding\JavaWeb\back_end\web-ai-project02)
2026-04-27 22:32:54.463 [main] INFO  org.perswsj.TliasWebMangementApplication-No active profile set, falling back to 1 default profile: "default"
2026-04-27 22:32:55.341 [main] INFO  org.springframework.boot.tomcat.TomcatWebServer-Tomcat initialized with port 8080 (http)
2026-04-27 22:32:55.417 [main] INFO  o.s.b.w.c.servlet.WebApplicationContextInitializer-Root WebApplicationContext: initialization completed in 911 ms
2026-04-27 22:32:55.460 [main] INFO  org.perswsj.filter.DemoFilter-init ...
2026-04-27 22:32:56.025 [main] INFO  org.springframework.boot.tomcat.TomcatWebServer-Tomcat started on port 8080 (http) with context path '/'
2026-04-27 22:32:56.030 [main] INFO  org.perswsj.TliasWebMangementApplication-Started TliasWebMangementApplication in 1.983 seconds (process running for 2.953)
2026-04-27 22:32:56.031 [SpringApplicationShutdownHook] INFO  org.springframework.boot.tomcat.GracefulShutdown-Commencing graceful shutdown. Waiting for active requests to complete
2026-04-27 22:32:56.040 [tomcat-shutdown] INFO  org.springframework.boot.tomcat.GracefulShutdown-Graceful shutdown complete
2026-04-27 22:32:56.044 [SpringApplicationShutdownHook] INFO  org.perswsj.filter.DemoFilter-destroy ...
2026-04-27 22:33:09.773 [main] INFO  org.perswsj.TliasWebMangementApplication-Starting TliasWebMangementApplication using Java 21.0.7 with PID 22440 (D:\coding\JavaWeb\back_end\web-ai-project02\tlias-web-mangement\target\classes started by 32188 in D:\coding\JavaWeb\back_end\web-ai-project02)
2026-04-27 22:33:09.775 [main] INFO  org.perswsj.TliasWebMangementApplication-No active profile set, falling back to 1 default profile: "default"
2026-04-27 22:33:10.629 [main] INFO  org.springframework.boot.tomcat.TomcatWebServer-Tomcat initialized with port 8080 (http)
2026-04-27 22:33:10.643 [main] INFO  org.apache.coyote.http11.Http11NioProtocol-Initializing ProtocolHandler ["http-nio-8080"]
2026-04-27 22:33:10.644 [main] INFO  org.apache.catalina.core.StandardService-Starting service [Tomcat]
2026-04-27 22:33:10.646 [main] INFO  org.apache.catalina.core.StandardEngine-Starting Servlet engine: [Apache Tomcat/11.0.18]
2026-04-27 22:33:10.718 [main] INFO  o.s.b.w.c.servlet.WebApplicationContextInitializer-Root WebApplicationContext: initialization completed in 904 ms
2026-04-27 22:33:10.768 [main] INFO  org.perswsj.filter.DemoFilter-init ...
2026-04-27 22:33:11.299 [main] INFO  org.apache.coyote.http11.Http11NioProtocol-Starting ProtocolHandler ["http-nio-8080"]
2026-04-27 22:33:11.319 [main] INFO  org.springframework.boot.tomcat.TomcatWebServer-Tomcat started on port 8080 (http) with context path '/'
2026-04-27 22:33:11.323 [main] INFO  org.perswsj.TliasWebMangementApplication-Started TliasWebMangementApplication in 1.935 seconds (process running for 2.603)
2026-04-27 22:33:26.997 [http-nio-8080-exec-5] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]-Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-04-27 22:33:26.997 [http-nio-8080-exec-5] INFO  org.springframework.web.servlet.DispatcherServlet-Initializing Servlet 'dispatcherServlet'
2026-04-27 22:33:26.999 [http-nio-8080-exec-5] INFO  org.springframework.web.servlet.DispatcherServlet-Completed initialization in 2 ms
2026-04-27 22:33:27.007 [http-nio-8080-exec-5] INFO  org.perswsj.filter.DemoFilter-doFilter ...
2026-04-27 22:33:45.322 [http-nio-8080-exec-4] INFO  org.perswsj.filter.DemoFilter-doFilter ...
2026-04-27 22:33:45.515 [http-nio-8080-exec-4] INFO  org.perswsj.controller.LoginController-登录: LoginInfo(username=songjiang, name=null, password=123456, token=null)
2026-04-27 22:33:45.564 [http-nio-8080-exec-4] INFO  com.zaxxer.hikari.HikariDataSource-HikariPool-1 - Starting...
2026-04-27 22:33:46.272 [http-nio-8080-exec-4] INFO  com.zaxxer.hikari.pool.HikariPool-HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@233511c
2026-04-27 22:33:46.277 [http-nio-8080-exec-4] INFO  com.zaxxer.hikari.HikariDataSource-HikariPool-1 - Start completed.
2026-04-27 22:33:46.419 [http-nio-8080-exec-4] INFO  org.perswsj.service.impl.LoginServiceImpl-登录信息: LoginInfo(username=songjiang, name=宋江, password=123456, token=null)
2026-04-27 22:33:47.121 [http-nio-8080-exec-4] INFO  org.perswsj.controller.LoginController-登录成功: LoginDto(username=songjiang, name=宋江, token=eyJhbGciOiJIUzI1NiJ9.eyJuYW1lIjoi5a6L5rGfIiwidXNlcm5hbWUiOiJzb25namlhbmciLCJleHAiOjE3NzczNDM2Mjd9.22dEmKZeQFQZOZGbpkHiqpzAEEMnbV7drwOmmTjzQac)
2026-04-27 22:43:58.841 [SpringApplicationShutdownHook] INFO  org.springframework.boot.tomcat.GracefulShutdown-Commencing graceful shutdown. Waiting for active requests to complete
2026-04-27 22:43:58.846 [tomcat-shutdown] INFO  org.springframework.boot.tomcat.GracefulShutdown-Graceful shutdown complete
2026-04-27 22:43:58.849 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource-HikariPool-1 - Shutdown initiated...
2026-04-27 22:43:58.855 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource-HikariPool-1 - Shutdown completed.
2026-04-27 22:43:58.857 [SpringApplicationShutdownHook] INFO  org.perswsj.filter.DemoFilter-destroy ...
2026-04-27 23:04:40.132 [main] INFO  org.perswsj.TliasWebMangementApplication-Starting TliasWebMangementApplication using Java 21.0.7 with PID 18980 (D:\coding\JavaWeb\back_end\web-ai-project02\tlias-web-mangement\target\classes started by 32188 in D:\coding\JavaWeb\back_end\web-ai-project02)
2026-04-27 23:04:40.134 [main] INFO  org.perswsj.TliasWebMangementApplication-No active profile set, falling back to 1 default profile: "default"
2026-04-27 23:04:40.905 [main] INFO  org.springframework.boot.tomcat.TomcatWebServer-Tomcat initialized with port 8080 (http)
2026-04-27 23:04:40.917 [main] INFO  org.apache.coyote.http11.Http11NioProtocol-Initializing ProtocolHandler ["http-nio-8080"]
2026-04-27 23:04:40.920 [main] INFO  org.apache.catalina.core.StandardService-Starting service [Tomcat]
2026-04-27 23:04:40.920 [main] INFO  org.apache.catalina.core.StandardEngine-Starting Servlet engine: [Apache Tomcat/11.0.18]
2026-04-27 23:04:40.979 [main] INFO  o.s.b.w.c.servlet.WebApplicationContextInitializer-Root WebApplicationContext: initialization completed in 811 ms
2026-04-27 23:04:41.020 [main] INFO  org.perswsj.filter.DemoFilter-init ...
2026-04-27 23:04:41.521 [main] INFO  org.apache.coyote.http11.Http11NioProtocol-Starting ProtocolHandler ["http-nio-8080"]
2026-04-27 23:04:41.539 [main] INFO  org.springframework.boot.tomcat.TomcatWebServer-Tomcat started on port 8080 (http) with context path '/'
2026-04-27 23:04:41.543 [main] INFO  org.perswsj.TliasWebMangementApplication-Started TliasWebMangementApplication in 1.755 seconds (process running for 2.385)
2026-04-27 23:04:51.139 [SpringApplicationShutdownHook] INFO  org.springframework.boot.tomcat.GracefulShutdown-Commencing graceful shutdown. Waiting for active requests to complete
2026-04-27 23:04:51.146 [tomcat-shutdown] INFO  org.springframework.boot.tomcat.GracefulShutdown-Graceful shutdown complete
2026-04-27 23:04:51.150 [SpringApplicationShutdownHook] INFO  org.perswsj.filter.DemoFilter-destroy ...
2026-04-27 23:04:53.856 [main] INFO  org.perswsj.TliasWebMangementApplication-Starting TliasWebMangementApplication using Java 21.0.7 with PID 12028 (D:\coding\JavaWeb\back_end\web-ai-project02\tlias-web-mangement\target\classes started by 32188 in D:\coding\JavaWeb\back_end\web-ai-project02)
2026-04-27 23:04:53.858 [main] INFO  org.perswsj.TliasWebMangementApplication-No active profile set, falling back to 1 default profile: "default"
2026-04-27 23:04:54.662 [main] INFO  org.springframework.boot.tomcat.TomcatWebServer-Tomcat initialized with port 8080 (http)
2026-04-27 23:04:54.674 [main] INFO  org.apache.coyote.http11.Http11NioProtocol-Initializing ProtocolHandler ["http-nio-8080"]
2026-04-27 23:04:54.677 [main] INFO  org.apache.catalina.core.StandardService-Starting service [Tomcat]
2026-04-27 23:04:54.677 [main] INFO  org.apache.catalina.core.StandardEngine-Starting Servlet engine: [Apache Tomcat/11.0.18]
2026-04-27 23:04:54.729 [main] INFO  o.s.b.w.c.servlet.WebApplicationContextInitializer-Root WebApplicationContext: initialization completed in 830 ms
2026-04-27 23:04:55.231 [main] INFO  org.apache.coyote.http11.Http11NioProtocol-Starting ProtocolHandler ["http-nio-8080"]
